Year,Team,Coach,Gender,Wins,Losses,Ties
1985,Wright State,"Miller, Tom",Men,,,
1985,Wright State,"Miller, Tom",Women,,,
1985,California,"Moe, Karen",Women,7,3,
1985,UC San Diego,"Mogan, Bill",Women,,,
1985,Ohio State,"Montrella, Bill",Women,,,
1985,Hampton,"Moore, Sylvius",Men,,,
1985,Hampton,"Moore, Sylvius",Women,,,
1985,UC San Diego,"Morgan, Bill",Men,,,
1985,Cleveland State,"Morton, Wally",Men,8,4,
1985,Texas A&M,"Nash, Mel",Men,8,2,
1985,Texas A&M,"Nash, Mel",Women,6,2,
1985,Cleveland State,"Neff, Sue",Women,5,6,
1985,Massachusetts,"Newcomb, Bob",Women,3,9,0
1985,Pacific,"Nugent, Dennis",Men,,,
1985,Pacific,"Nugent, Dennis",Women,,,
1985,Centre,"Nutty, Sue",Men,,,
1985,Centre,"Nutty, Sue",Women,,,
1985,Franklin & Marshall,"O'Hara, Barbara",Men,,,
1985,Franklin & Marshall,"O'Hara, Barbara",Women,,,
1985,Grinnell,"Obermiller, Ray",Men,,,
1985,Grinnell,"Obermiller, Ray",Women,,,
1985,Princeton,"Orr, C. Rob",Men,11,1,
1985,Cornell,"Orschiedt, Pete",Men,8,4,0
1985,Cornell,"Orschiedt, Pete",Women,4,8,0
1985,Eastern Illinois,"Padovan, Ray",Men,,,
1985,Eastern Illinois,"Padovan, Ray",Women,,,
1985,Holy Cross,"Parenteau, Barry",Men,,,
1985,Holy Cross,"Parenteau, Barry",Women,,,
1985,Michigan State,"Parks, Jennifer",Women,,,
1985,Illinois State,"Paska, Steve",Women,,,
1985,Hope,"Patnott, John",Men,6,3,
1985,Hope,"Patnott, John",Women,8,0,
1985,Iowa,"Patton, Glenn",Men,5,5,
1985,Missouri S&T,"Pease, Bob",Men,,,
1985,Wabash,"Pebworth, Gail",Men,,,
1985,UW-LaCrosse,"Pein, Richard",Men,,,
1985,UW-LaCrosse,"Pein, Richard",Women,,,
1985,Wisconsin,"Pettinger, Jack",Men,12,5,
1985,Washington State,"Pipher, Debbie",Women,2,3,
1985,Louisiana-Monroe,"Pittington, John",Men,,,
1985,Louisiana-Monroe,"Pittington, John",Women,,,
1985,Fresno State,"Poston, Billie",Women,,,
1985,Western Kentucky,"Powell, Bill",Men,,,
1985,Brigham Young,"Powers, Tim",Men,,,
1985,UW-Eau Claire,"Prior, Tom",Men,,,
1985,UW-Eau Claire,"Prior, Tom",Women,,,
1985,Texas,"Quick, Richard",Women,,,
1985,Utah,"Reddish, Don",Men,8,4,
1985,Brown,"Reed, Edward",Men,,,
1985,Texas,"Reese, Eddie",Men,4,1,
1985,Florida,"Reese, Randy",Men,5,2,
1985,Florida,"Reese, Randy",Women,5,2,
1985,UNLV,"Reitz, Jim",Men,,,
1985,UNLV,"Reitz, Jim",Women,,,
1985,Washington & Lee,"Remilard, Page",Men,7,1,
1985,Drury,"Reynolds, Brian",Men,,,
1985,Drury,"Reynolds, Brian",Women,,,
1985,Minnesota-Mankato,"Rhoade, Phil",Men,,,
1985,Minnesota-Mankato,"Rhoade, Phil",Women,,,
1985,Dickinson,"Richards, Paul",Men,,,
1985,Dickinson,"Richards, Paul",Women,,,
1985,Bloomsburg,"Rider, Dave",Men,,,
1985,Bloomsburg,"Rider, Dave",Women,,,
1985,Brown,"Roach, Dave",Women,,,
1985,Northern Arizona,"Rogers, Pam",Women,3,2,
1985,Pepperdine,"Rowland Sr., Rick",Men,,,
1985,Bucknell,"Russell, Dick",Men,5,8,
1985,UW-Milwaukee,"Russell, Fred",Men,,,
1985,UW-Milwaukee,"Russell, Fred",Women,,,
1985,Clarion,"Rutt, Becky",Women,,,
1985,North Central,"Ryan, Dennis",Men,,,
1985,North Central,"Ryan, Dennis",Women,,,
1985,Army,"Ryan, Jack",Men,,,
1985,Army,"Ryan, Jack",Women,,,
1985,Illinois,"Sammons, Don",Men,,,
1985,Illinois,"Sammons, Don",Women,,,
1985,Williams,"Samuelson, Carl",Men,,,
1985,Williams,"Samuelson, Carl",Women,,,
1985,Simon Fraser,"Savage, Paul",Men,,,
1985,Simon Fraser,"Savage, Paul",Women,,,
1985,Alfred,"Schaeberle, Mike",Men,,,
1985,Alfred,"Schaeberle, Mike",Women,,,
1985,UC Irvine,"Schober, Charlie",Men,,,
1985,UC Irvine,"Schober, Charlie",Women,,,
1985,Western Illinois,"Schweer, Tom",Men,,,
1985,Western Illinois,"Schweer, Tom",Women,,,
1985,Denison,Schweizer,Women,5,3,
1985,Ball State,"Seibold-Caudill, Laura",Women,,,
1985,Lake Forest,"Sheehan, Maureen",Men,,,
1985,Lake Forest,"Sheehan, Maureen",Women,,,
1985,Cal Poly,"Sherpa, Traci",Men,,,
1985,Saint Bonaventure,"Skehan, John",Men,,,
1985,Ohio State,"Sloan, Richard",Men,7,6,
1985,Emory,"Smith, Peter",Men,,,
1985,Emory,"Smith, Peter",Women,,,
1985,New Mexico,"Spahn, Bill",Men,,,
1985,New Mexico,"Spahn, Bill",Women,,,
1985,Notre Dame,"Stark, Dennis",Men,,,
1985,Notre Dame,"Stark, Dennis",Women,11,1,
1985,Minnesota,"Stearns, Paul",Men,3,3,0
1985,Missouri State,"Steck, Jack",Men,3,5,
1985,Kenyon,"Steen, Jim",Men,6,5,0
1985,Kenyon,"Steen, Jim",Women,3,8,0
1985,SUNY New Paltz,"Stockin, Art",Men,,,
1985,SUNY New Paltz,"Stockin, Art",Women,,,
1985,North Dakota,"Stromberg, Mike",Men,,,
1985,North Dakota,"Stromberg, Mike",Women,,,
1985,Claremont-Mudd-Scripps,"Sutton, Mike",Men,,,
1985,Northeastern,"Swanson, Janet",Women,8,4,
1985,Maine,"Switzer, Alan",Men,3,8,
1985,Texas Christian,"Sybesma, Richard",Men,,,
1985,Texas Christian,"Sybesma, Richard",Women,,,
1985,Princeton,"Teeter, Susan",Women,5,6,
1985,Ball State,"Thomas, Bob",Men,,,
1985,California,"Thornton, Nort",Men,5,5,
1985,Northern Michigan,"Trost, Don",Men,,,
1985,Northern Michigan,"Trost, Don",Women,,,
1985,Pomona-Pitzer,"Troyer, Gary",Men,,,
1985,Michigan,"Urbanchek, Jon",Men,8,0,
1985,Iowa State,"Van Horn, Ramsey",Women,,,
1985,Marist,"VanWagner, Larry",Men,3,6,
1985,Marist,"VanWagner, Larry",Women,,,
1985,Coe,"Vokolek, Dennis",Men,,,
1985,Coe,"Vokolek, Dennis",Women,,,
1985,Buffalo,"Ward, Emily",Women,10,1,
1985,Carthage,"Weiner, Linda",Men,1,6,1
1985,Carthage,"Weiner, Linda",Women,4,4,
1985,Johns Hopkins,"Welsh, Tim",Men,9,7,
1985,Johns Hopkins,"Welsh, Tim",Women,8,7,
1985,Rhode Island,"Westkott, Mick",Men,,,
1985,Rhode Island,"Westkott, Mick",Women,5,6,
1985,Boston University,"Wetmore, Reagh",Men,,,
1985,Boston University,"Wetmore, Reagh",Women,,,
1985,Furman,"Wheeler, Howard",Men,,,
1985,Furman,"Wheeler, Howard",Women,,,
1985,UC Santa Barbara,"Wilson, Gregg",Men,,,
1985,UC Santa Barbara,"Wilson, Gregg",Women,,,
1985,Louisiana State,"Woodburn, Scott",Men,8,2,
1985,Louisiana State,"Woodburn, Scott",Women,5,8,
1985,Maine,"Wren, Jeff",Women,8,4,
1985,Oakland,"Wydan, Mary Ellen",Women,8,2,0
1985,Massachusetts,"Yarworth, Russ",Men,8,2,0
1985,Cal State Chico,"Yeager, Clark",Men,12,1,
1985,Millikin,"Young, Tony",Men,,,
1985,Millikin,"Young, Tony",Women,,,
1985,Brandeis,"Zotz, Jim",Men,,,
1985,Brandeis,"Zotz, Jim",Women,,,
1985,Baldwin-Wallace,,Men,,,
1985,Baldwin-Wallace,,Women,,,
1985,Redlands,,Men,,,
1985,Redlands,,Women,,,
1985,Macalester,,Men,,,
1985,Macalester,,Women,,,
1985,Rochester,,Women,,,
1985,Smith,,Men,,,
1985,Smith,,Women,,,
1985,Wittenberg,,Men,,,
1985,Wittenberg,,Women,,,
1985,Juniata,,Men,,,
1985,Juniata,,Women,,,
1985,Colorado College,,Men,,,
1985,Colorado College,,Women,,,
1985,SUNY Oswego,,Men,,,
1985,SUNY Oswego,,Women,,,
1985,Northeastern,,Men,,,
1985,Hartwick,,Men,,,
1985,Hartwick,,Women,,,
1985,Springfield,,Men,,,
1985,Springfield,,Women,,,
1985,Illinois Wesleyan,,Men,,,
1985,Illinois Wesleyan,,Women,,,
1985,Randolph-Macon,,Men,,,
1985,Randolph-Macon,,Women,,,
1985,Connecticut,,Men,,,
1985,Connecticut,,Women,,,
1985,RIT,,Men,,,
1985,RIT,,Women,,,
1985,Villanova,,Men,,,
1985,Villanova,,Women,,,
1985,Carnegie Mellon,,Men,,,
1985,Carnegie Mellon,,Women,,,
1985,Ithaca,,Men,,,
1985,Richmond,,Men,,,
1985,Richmond,,Women,,,
1985,Washington College (MD),,Men,,,
1985,Washington College (MD),,Women,,,
1985,Maryland,,Men,,,
1985,Maryland,,Women,,,
1985,Whitworth,,Men,,,
1985,Whitworth,,Women,,,
1985,Grove City,,Women,,,
1985,RPI,,Men,,,
1985,RPI,,Women,,,
1985,Arkansas,,Men,,,
1985,Arkansas,,Women,,,
1985,Delta State,,Men,,,
1985,Delta State,,Women,,,
1985,Colorado School of Mines,,Men,,,
1985,Colorado School of Mines,,Women,,,
1985,Hawaii,,Men,,,
1985,Hawaii,,Women,,,
1985,TCNJ,,Men,,,
1985,TCNJ,,Women,,,
1985,UW-Oshkosh,,Men,,,
1985,UW-Oshkosh,,Women,,,
1985,Calvin,,Men,,,
1985,Calvin,,Women,,,
1985,Lewis,,Men,,,
1985,Lewis,,Women,,,
1985,New York University,,Men,,,
1985,New York University,,Women,,,
1985,Salem,,Women,,,
1985,Slippery Rock,,Men,,,
1985,Slippery Rock,,Women,,,
1985,Houston,,Men,,,
1985,Houston,,Women,,,
1985,Hiram,,Men,,,
1985,Hiram,,Women,,,
1985,California (PA),,Men,,,
1985,California (PA),,Women,,,
1985,Conn College,,Men,,,
1985,Conn College,,Women,,,
1985,Southern Methodist,,Women,,,
1985,Bates,,Men,,,
1985,Bates,,Women,,,
1985,Florida State,,Men,,,
1985,Florida State,,Women,,,
1985,Indiana (PA),,Men,,,
1985,Indiana (PA),,Women,,,
1985,South Dakota,,Men,,,
1985,South Dakota,,Women,,,
1985,Hamilton,,Men,,,
1985,Hamilton,,Women,,,
1985,Chapman,,Men,,,
1985,Chapman,,Women,,,
1985,Grand Valley,,Men,,,
1985,Grand Valley,,Women,,,
1985,Gustavus Adolphus,,Men,,,
1985,Gustavus Adolphus,,Women,,,
1985,Puget Sound,,Women,,,
1985,WashU,,Men,,,
1985,WashU,,Women,,,
1985,Saint Cloud State,,Men,,,
1985,Saint Cloud State,,Women,,,
1985,Indianapolis,,Men,,,
1985,Indianapolis,,Women,,,
1985,West Chester,,Men,,,
1985,West Chester,,Women,,,
1985,Transylvania,,Men,,,
1985,Transylvania,,Women,,,
1985,Arizona,,Women,,,
1985,Truman State,,Men,6,2,
1985,Truman State,,Women,9,1,
1985,Manhattan,,Men,,,
1985,Manhattan,,Women,,,
1985,Hillsdale,,Women,,,
1985,Lafayette,,Men,,,
1985,Lafayette,,Women,,,
1985,La Verne,,Men,,,
1985,La Verne,,Women,,,
1985,Loras,,Men,,,
1985,Loras,,Women,,,
1985,Lewis & Clark,,Men,,,
1985,Lewis & Clark,,Women,,,
1985,UMBC,,Men,,,
1985,UMBC,,Women,,,
1985,Lawrence,,Men,,,
1985,Lawrence,,Women,,,
1985,Lehigh,,Men,,,
1985,Lehigh,,Women,,,
1985,Hendrix,,Men,,,
1985,Hendrix,,Women,,,
1985,Mary Washington,,Men,,,
1985,Mary Washington,,Women,,,
1985,Le Moyne,,Men,,,
1985,Le Moyne,,Women,,,
1985,La Salle,,Men,,,
1985,La Salle,,Women,,,
1985,Lehman,,Men,,,
1985,Lehman,,Women,,,
1985,John Carroll,,Men,,,
1985,John Carroll,,Women,,,
1985,Loyola Marymount,,Women,,,
1985,Loyola (MD),,Men,,,
1985,Loyola (MD),,Women,,,
1985,James Madison,,Women,,,
1985,Lock Haven,,Men,,,
